X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1472220.959,5104872.366,CRC165524,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC165524,16,1382,1,149350,149350,149350,1472220,5104872
1547748.287,5174236.223,CRC183935,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183935,4.9,2462,10,44056,44056,0,1547748,5174236
1532714.773,5150724.581,CRC151545,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC151545,65,,,372163,372163,372163,1532714,5150724
1505492.156,5150227.532,CRC184053,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184053,11.6,1002,1,90200,90200,90200,1505492,5150227
1554165.712,5180577.419,CRC184063,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184063,1,115,4,3548,7097,0,1554165,5180577
1447087.852,5098160.698,CRC183118,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183118,20,10000,7,,,,1447087,5098160
1452776.24,5051841.967,CRC032212.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17473,20,5000,7,96861,96861,0,1452776,5051841
1446360.182,5098097.681,CRC183118,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183118,20,10000,7,,,,1446360,5098097
1541080.705,5171239.724,CRC184093,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184093,5.5,4554,10,65591,65591,0,1541080,5171239
1495814.677,5137661.615,CRC063212,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18257,6.5,5616,10,2585,2585,51700,1495814,5137661
1488129.065,5138504.858,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,50,466560,150,2075080,2075080,2075080,1488129,5138504
1496895.108,5134491.538,CRC054222,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,co6c/20269,11.5,6665,7,3899,3899,77975,1496895,5134491
1489793.46,5126477.577,CRC021829.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27686,6,750,7,853611,853611,853611,1489793,5126477
1487640.841,5145239.53,CRC166218,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC166218,80,,,281105,281105,625900,1487640,5145239
1486882.264,5138675.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,50,466560,150,2075080,2075080,2075080,1486882,5138675
1486526.883,5146154.163,CRC166218,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC166218,80,,,281105,281105,625900,1486526,5146154
1488132.067,5138491.861,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,50,466560,150,2075080,2075080,2075080,1488132,5138491
1494550.211,5127524.528,CRC163597,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC163597,50,60480,14,17925,17925,358503,1494550,5127524
1489793.46,5126477.577,CRC021829.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27686,85,147798,21,,,,1489793,5126477
1486877.266,5138669.57,CRC172949,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172949,50,466560,150,2075080,2075080,2075080,1486877,5138669
1490001.504,5126133.699,CRC021829.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27686,6,750,7,853611,853611,853611,1490001,5126133
1490001.504,5126133.699,CRC021829.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/27686,85,147798,21,,,,1490001,5126133
1496090.529,5117989.471,CRC154901,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154901,80,6912,1,,,,1496090,5117989
1545188.619,5183476.043,CRC012765.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26479,1,2,1,300,300,0,1545188,5183476
1545168.627,5183446.052,CRC012765.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26479,1,2,1,300,300,0,1545168,5183446
1494550.213,5127515.529,CRC172606,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172606,50,432864,150,,,,1494550,5127515
1454303.132,5039089.509,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,30,,,,,,1454303,5039089
1486906.539,5128049.591,CRC156997,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC156997,60,2995,1,,,,1486906,5128049
1483313.291,5168454.886,CRC011923,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14672,36,,,470000,470000,470000,1483313,5168454
1553327.51,5197873.559,CRC145677,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC145677,29.5,,,209412,209412,209412,1553327,5197873
1653679.59,5309801.537,CRC981641.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14019-02,30,,,77760,77760,77760,1653679,5309801
1540795.791,5144151.853,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540795,5144151
1545228.602,5183556.019,CRC072712,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26478,1,2,1,300,300,0,1545228,5183556
1498439.116,5128476.249,CRC154902,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154902,110,9504,1,790848,790848,1151790,1498439,5128476
1495064.097,5127530.651,CRC171279,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171279,10.4,,,99914,99914,99914,1495064,5127530
1471484.837,5125299.131,CRC172606,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172606,50,432864,150,,,,1471484,5125299
1490154.479,5122202.541,CRC173379,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173379,30,2592,1,,,,1490154,5122202
1454435.183,5038987.61,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,30,,,,,,1454435,5038987
1653680.588,5309793.54,CRC981641.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14019-02,30,,,77760,77760,77760,1653680,5309793
1540891.801,5143853.973,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540891,5143853
1540857.735,5144387.779,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540857,5144387
1540761.574,5145747.285,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540761,5145747
1493374.339,5132351.22,CRC172116,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172116,19.5,1685,1,,,,1493374,5132351
1546378.378,5147368.5,CRC951211.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06722,20.1,,,21600,21600,21600,1546378,5147368
1546661.3,5147188.605,CRC951211.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06722,20.1,,,21600,21600,21600,1546661,5147188
1514657.107,5148552.41,CRC183433,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183433,30,2248,1,261863,261863,261863,1514657,5148552
1546071.487,5147378.454,CRC951211.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06722,20.1,,,21600,21600,21600,1546071,5147378
1545188.619,5183476.043,CRC072710.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18270,1,2,1,300,300,0,1545188,5183476
1545168.627,5183446.052,CRC072710.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18270,1,2,1,300,300,0,1545168,5183446
1466680.463,5162071.76,CRC022026,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09649,4.9,,,65000,65000,65000,1466680,5162071
1545188.619,5183476.043,CRC072712,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26478,1,2,1,300,300,0,1545188,5183476
1545168.627,5183446.052,CRC072712,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26478,1,2,1,300,300,0,1545168,5183446
1542885.918,5198922.113,CRC156854,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC156854,6.5,,,119059,119059,119059,1542885,5198922
1454056.361,5038792.385,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,30,,,,,,1454056,5038792
1545228.602,5183556.019,CRC072710.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18270,1,2,1,300,300,0,1545228,5183556
1540884.663,5144821.63,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540884,5144821
1514599.729,5144895.393,CRC183433,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183433,30,2248,1,261863,261863,261863,1514599,5144895
1545228.602,5183556.019,CRC012765.3,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26479,1,2,1,300,300,0,1545228,5183556
1540753.578,5145738.287,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1540753,5145738
1541140.634,5144407.814,CRC970873.2,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12453,88,,,697509,697509,697509,1541140,5144407
1496089.327,5117989.066,CRC154901,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154901,80,6912,1,,,,1496089,5117989
1455536.59,5094857.23,CRC184083,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC184083,5,1190,7,24736,24736,0,1455536,5094857
1559862.829,5162077.487,CRC184177,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184177,10,864,1,135250,135250,135250,1559862,5162077
1558675.344,5161351.66,CRC184171,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184171,3.3,190,1,31200,31200,31200,1558675,5161351
1535058.309,5201209.302,CRC165555,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC165555,147,,,784134,784134,784134,1535058,5201209
1553304.535,5171593.504,CRC184236,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184236,5.3,4540,10,73157,73157,0,1553304,5171593
1553304.535,5171593.504,CRC184236,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184236,5.3,4540,10,73157,73157,0,1553304,5171593
1533919.646,5201309.258,CRC165555,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC165555,147,,,784134,784134,784134,1533919,5201309
1538501.917,5141913.282,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538501,5141913
1538455.017,5141374.463,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538455,5141374
1538861.805,5141840.365,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538861,5141840
1538509.829,5142466.091,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538509,5142466
1538273.934,5142309.108,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538273,5142309
1538098.066,5141845.241,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538098,5141845
1538692.908,5141547.441,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538692,5141547
1538177.976,5142246.115,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1538177,5142246
1534213.417,5164991.092,CRC980139.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/01433,7.6,4596,14,55563,55563,55563,1534213,5164991
1539079.777,5141533.508,CRC182318,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182318,75,,,1150151,1150151,1150151,1539079,5141533
1526695.816,5163451.777,CRC962531.3,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21033,122,,,1855413,1855413,1855413,1526695,5163451
1527893.472,5163424.913,CRC962531.3,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/21033,122,,,1855413,1855413,1855413,1527893,5163424
1561902.549,5194752.645,CRC184271,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC184271,5,1515,5,39356,39356,0,1561902,5194752
1443613.525,5104782.182,CRC184313,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184313,46.3,28000,7,33750,135000,0,1443613,5104782
1524607.186,5156808.489,CRC180819,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC180819,4.9,,,57465,57465,57465,1524607,5156808
1550444.916,5182440.625,CRC180786,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC180786,7,,,54450,54450,54450,1550444,5182440
1570344.789,5178387.848,CRC181688,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181688,60,,,1897344,1897344,1897344,1570344,5178387
1570367.779,5178430.833,CRC181688,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181688,60,,,1897344,1897344,1897344,1570367,5178430
1557822.513,5178284.385,CRC051127,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/22576,26,,,202104,202104,202104,1557822,5178284
1566560.879,5193012.271,CRC991080.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/29460,76,,,0,2390024,0,1566560,5193012
1566520.894,5192993.278,CRC991080.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/29460,76,,,0,2390024,0,1566520,5192993
1558815.299,5161254.709,CRC184422,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184422,3.3,95,1,15600,15600,15600,1558815,5161254
1540371.777,5152791.786,CRC183881,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183881,4,346,1,36134,36134,36134,1540371,5152791
1528333.184,5136558.329,CRC184462,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184462,90,7128,1,994382,994382,0,1528333,5136558
1532289.526,5138689.342,CRC184459,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184459,45,55890,15,505355,505355,505355,1532289,5138689
1557234.967,5173877.934,CRC184467,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184467,10,279,1,36701,36701,0,1557234,5173877
1557234.967,5173877.934,CRC972523.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20485,10,370,1,51381,51381,0,1557234,5173877
1555714.699,5197551.669,CRC182481,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182481,40.1,,,406080,406080,406080,1555714,5197551
1560381.317,5184811.146,CRC183243,Water Permit (s14),New Consent,Issued - Inactive,Water Take/Use,Take Groundwater,CRC183243,20,1159,9,95750,95750,95750,1560381,5184811
1521075.244,5205428.984,CRC052599,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/13795,23,,,262491,262491,0,1521075,5205428
1555094.911,5202210.084,CRC180072,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC180072,70.8,,,923000,923000,0,1555094,5202210
1524634.284,5202909.689,CRC060388.3,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/23635,40,,,430000,430000,430000,1524634,5202909
1524911.209,5202556.788,CRC060388.3,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/23635,40,,,430000,430000,430000,1524911,5202556
1555114.904,5202220.081,CRC180072,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC180072,70.8,,,923000,923000,0,1555114,5202220
1560046.202,5201075.428,CRC991979,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00595,45.2,,,602374,602374,0,1560046,5201075
1559998.219,5201040.441,CRC991979,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00595,45.2,,,602374,602374,0,1559998,5201040
1571804.917,5196517.978,CRC021737,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15053,60,,,1886976,1886976,1886976,1571804,5196517
1554974.952,5197641.638,CRC182481,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182481,40.1,,,406080,406080,406080,1554974,5197641
